Comment,label
Người tham gia ẩn danh 694 Có nhóm điểm danh 2b hôm qua,NEG
Hôm nay chủ yếu nghỉ bù lấy lại sức cho hôm qua. Chứ 22h đêm mới về đến nhà thì cháu nào còn sức mà học,NEU
T tsv năm nhất nhà cách trg 16km thấy mưa v là tự giác nghỉ luôn chứ đi thì ngất trên đg mất:)),NEG
"Aof hôm qua được hoãn lịch thi từ 10h sáng đến 4r chiều đây, xong đến tối mới có công văn hoãn thi đến m3",NEG
"阮山河 thì tối thứ 3 BGD mới có công văn cho toàn thể hs nghỉ học vào thứ 4 đó! Trong khi thứ 4 đẹp trời, thứ 3 mới mưa to ngập lụt",POS
Người tham gia ẩn danh 694 hqua nhiều phụ huynh đón con từ 15h chiều mà 22h đêm mới lết đc về nhà ó,NEG
阮山河 sáng hqua là thứ 3 hay 4 vậy,NEU
"UTC, TLU với đhcn học online mà, tuỳ trường",NEU
"Đừng đổ cho BGD, thầy cô nào linh hoạt có tâm thì cho hs ở nhà rồi mở phòng Zoom trans, còn gặp mấy thầy cô ko ứng biến dc thì phải chịu",NEG
K trách chỉ khóc th:)) tội học thầy xa ngập ngụa muốn xin nghỉ cx k dc,NEG
Trần Duy Tân ok “mình” nha,POS
"có, năm ngoái mình dky online trên app có được duyệt",NEU
Lê Thành Long mình cũng z,NEU
Nguyễn Lê Kanh phải e ko,NEU
Phạm Tùng Dương chịu r,NEU
Nguyễn Lê Kanh thua,NEG
Đặng Nhất tìm asus,NEU
"b tìm kiểu máy nào, phần cứng ra sao",NEG
Bạn thích lap gì =)),NEU
b xin in4 mình hả,NEG
Trần Tuấn Dương bạn đăng bài à,NEU
xin info bạn ở biên giới,NEU
Xin in4 all các chị ạ,POS
Mai Anh đấy là ngta sẽ nói thế,NEU
"Người tham gia ẩn danh 864 tôn hành giả giả hành tôn, m là ai???",NEU
Lớp trưởng tốt,POS
Người tham gia ẩn danh 372 Trần Thị Huệ Dương Thị Thanh Xuân b tìm Xuân kìa,NEU
Vũ Thị Thanh Thúy ngại hết cả Thuý :)),POS
Mai Anh ai cho mà xin quen biết gì đâu mà xin,NEG
chị Dương Thị Thanh Xuân sao mà cute vậy,POS
Bao Anh mình sinn,NEU
nhìn tưởng Huyền Nguyễn,NEU
Vũ Thị Thanh Thúy con Huệ ẩn danh đó :))))))),NEU
mình xin in4 bạn lùn lùn tóc đen với ạ nhìn nhỏ nhỏ cute mà thấy bạn lên trên cứ tíu ta tíu tít yêu ghê,POS
Người tham gia ẩn danh 864 ê t ẩn danh với,NEU
Mình xin slot với ạ.,NEU
Xin sốt bạn ơi,POS
Ko có hội hướng tới học lại ạ,NEG
Quân Minh Đào kìa m,NEU
Không phải cntt vào đc 0,NEG
"Bạn ơi , b add mình vào với",POS
mkt đc hog :>,NEU
Khanh Nguyen ông ơi tôi học ngành khác mà =))),NEG
Khanh Nguyen lmj ní,NEU
Long Nguyen Hoang ib nhe,POS
Long Nguyen Hoang kệ đi=)),POS
Đtvt thì có đc ko b,NEU
Đồng Lê Tuyết Nhung kìa em,POS
Hung Phung add mình,POS
"Mình ở 62 an hoà , đang ở 2 cần thêm 1 bạn , zl 0356271005",POS
B cần ib mình ạ phòng đẹp thoáng ok 0968941156,POS
Bn xem đâu vậy mình đổi điểm r còn chx thấy có điểm,NEU
lỗi hệ thống thôi,NEG
"Người tham gia ẩn danh 957 ở qldt phần xem điểm ấy b,mà cái này mình đổi từ t5 lận r",NEG
Trường phông bạt vcl,NEU
Cụ thể là RMIT =)),NEU
thg nào pr bẩn thế,NEG
RMIT chứ làm gì phải trường mình,NEU
"Ae bình tĩnh, ko phải trường mình đâu",POS
Trường mình chỉ là học viện hàng da thôi :)),NEG
Lúc đầu t coi tiêu đề cũng tưởng vậy:))) mà coi hết ra RMIT =))))))),NEU
cho anh em có thể không biết thì đó là trường RMIT :))),NEU
Trg nào chứ đphai trg toi,NEG
hoàng gia RMIT=)),POS
Nguyễn Đạt ch được học thầy Tuấn Anh là 1 thiếu sót lớn của cuộc đời,NEG
Bùi Quang Vinh các a cho e xin rv với ạ huhu,NEU
"Bùi Quang Vinh nhưng cô có lấy điểm đấy vào điểm tp gì không ạ, tại điểm e cũng không cao lắm",NEU
Bùi Quang Vinh bồ tát,NEG
Người tham gia ẩn danh 821 giữa kì hình thức ktra của cô ntn vậy a,NEU
Bùi Quang Vinh xlths cô thảo là nhất r,NEG
"Anonymous participant ktra azota em, đề azota đấy cuối kì vào cũng khá nhiều, xlths cô Thảo số 1",POS
Nguyễn Đạt Phúc Nguyễnn review nào,NEU
"Nguyen Huu Anh Tai cô Thảo số 1, thầy Tuấn Anh số 2",NEU
Người tham gia ẩn danh cô cho điểm thoáng lắm e :)) k thấy bồ tát hả,NEU
thì ib mình sốp ơi,NEU
Lam Lam bạn pass mình đc k,NEU
Lam Lam c check ib nha,NEU
có nhe ib mình,POS
Người tham gia ẩn danh 790 nó có 2 mục dán ảnh và phần dán link thì dán cái j a nhỉ,NEG
"Gọi cố vấn duyệt đi :))) lớp trưởng muốn loại đối thủ hobo cứ nói thẳng, vòng vo tam quốc",NEG
Thì dự án momo khác nhau là đc mà:v 4 dự án trên momo là đc,NEU
Lắm chuyện,NEG
"Làm gì mà khó tính thế, lớp trưởng lớp nào thế. Bình thường có 1 cái quyên góp tôi up làm 4 ảnh vẫn được lớp trưởng duyệt cả 4 cái luôn. Cho inf lớp trưởng đấy lên đây xem nào.",NEU
"Mấy tháng nx clb svtn sẽ tổ chức các hđ gây quỹ á, bạn tham gia ủng hộ xong up nên cng đc",POS
Lớp trưởng nào chứ lớp trưởng Nguễn Duy Cường D23CN14 thì duyệt cả b nha,NEG
"Người tham gia ẩn danh 894 k nhớ lắm nhưng nếu share bài của trường thì chụp ảnh bài share, và link đường dẫn đến bài share đấy, còn làm từ thiện trên momo thì chỉ là gửi ảnh chụp thôi thì phải",NEU
Nga Nga khuyên góp kiểu j vậy ạ,NEG
Người tham gia ẩn danh 894,NEU
"Cứ quyên góp 4 lần là được, là có 4 ảnh khác nhau. Như t là khỏi xem ảnh, duyệt luôn :))))",POS
"trường k mua bản quyền office 365 desktop đâu, chỉ mua bản web (A1) thôi. Khỏi cần login",NEU
e cảm ơn ạ,POS
"Crack đi, 2025 đi tìm bản quyền office mất tgian ra",NEG
"Không có office 365 đâu bạn. Btw bạn có thể dùng ohook để active office 365 hoặc dùng phần mềm miễn phí, mã nguồn mở khác",POS
"Trường mình k mua O365 desktop đâu bạn ơi, trường mua bản web thôi. Bạn crack Office bằng script MAS Ohook đi á",POS
ra dại lậy bố,NEG
H chụp lén hợp thức hoá thành xin in4 luôn mà,NEG
? Thì đến mà bắt chuyện chứ bố chụp lưng thế lại còn mờ nữa đố ai nhận ra đc,NEU
Con vợ éo lại bắt chuyện đi còn chụp :?,NEG
+1 xoá bài,NEU
bạn này gần nhà mình có 1 ck và 2 con r,NEU
Bạn thiếu hơi gái đến thế à?? Chụp lén xong đăng lên như ấm dâu v,NEG
"thấy k xin còn lên đây hỏi, chịu chết",NEG
Ô ng iu tôi đi lạc ấy mà,NEG
Mày thích chụp trộm vợ t k,NEG
Người tham gia ẩn danh 835 tbao slink nha,POS
ResilientLychee7865 mẫu đơn ở đâu ý ạ,POS
ResilientLychee7865 âu ce mình cảm ơn nha,POS
Trường có gửi mẫu đơn ở slink đấy b in ra rồi đi xin dấu ở địa phương thì phải á,NEG
"*Quyền lợi:các bạn được chọn kiểu tóc,màu tóc mình thích",POS
Mỹ Duyên e ổn ko,NEU
Hoàng Minh Hiếu ví thì lúc nào cx dột,NEU
Phản ánh lên thì không giải quyết được.,NEG
Cắt uốn/duỗi/nhuộm hoàn toàn #miễn_phí,POS
B2 hay b5 đây b,NEU
Gấp Gấp,NEU
*Lưu ý:mình không nhận tóc nối,NEG
Nguyễn Lê Kanh ơ cái đm :)),NEG
Được #bảo_hành như khách hàng,POS
"Cast #900k(hỗ trợ, sd sp cao cấp)",POS
Mình cần 05 bạn nữ làm tóc #free Nhuộm Duỗi,POS
"Dột từ giữa phòng luôn. Nước chảy từ đầu phòng đến cuối phòng, mà sàn tụi mình đang có ổ điện ở đấy. May không bị sao.",NEG
phải gì,NEG
Gia Linh có kh =))),NEU
Salon ở Hà Nội bạn nào đi được Ib trực tiếp nhé k tuyển mẫu,NEU
Nguyễn Tuấn dell on roi,NEU
"Trước mình ở tầng 5 bên b2. Mỗi mùa mưa là 1 mùa khổ. Hôm đấy mưa to. Nửa đêm nghe tiếng nước chảy tong tong, tưởng tiếng bên ngoài. Ai ngờ đâu nước dột ướt hết phòng.",NEG
Lưu ý còn tus là còn tuyển ạ,POS
Manh Quann chạy đc r haha,NEU
*Yêu cầu:tuổi 18-29 đến đúng hẹn # chắc lịch nhé ạ,POS
"Phải chịu, đừng có kêu, trước bảo chạy đi đừng vào PTIT thì ko nghe, giờ chấp nhận số phận đi",NEG
Nguyễn Lê Kanh net là ch thấy dột baoh,NEG
Hoàng Minh Hiếu phải gì ạ ?,NEU
"Mưa nhẹ thì dột ít, mưa lớn dột nhiều. Lần nào mưa cũng phải mang chậu vào hứng",NEG
Nguyễn Lê Kanh nhất e,NEU
tưởng thầy cho 8 điểm luôn k cần điểm danh,POS
"Có e nhé, mời cả phụ huynh nx nhé",POS
"sợ gì em, GIẢ VỜ làm hư sim hư đt bố mẹ đi",NEG
"Đcm oop còn ktra giấy, hài vl",POS
Qua linh đàm gió quật súp lao xuống hồ,NEU
Khánh Phạm ý là gió mạnh đến nỗi superman cũng bay xuống hồ á?,NEU
K phải k mang mà là quên+ nhà xa nên lười về lấy lại á,POS
Mặc luôn áo mưa đi vào,NEG
Ô làm j mang đi r cx có dùng đc đâu gió thổi cái lật cả ô,NEG
Mk k có ô ạ,NEU
Không mang ô thì ăn mất cơm nhà b à :))))),NEU
Thì sao họ cướp ô của bạn à mà phải bức xúc :)),NEU
Team đi che ô cho human,NEU
"vâng chính tôi, vừa để cái ô ở ghế vào mua nước quay ra mất luôn",NEG
Người chơi Touhou né mưa,NEU
E xem thử nah,NEU
Tips là k thức khuya nữa nha em ơi,POS
Người tham gia ẩn danh 650 a/c bt chỗ nào làm ut k ạ,NEU
Đặng Hương Giang chia sẻ bí kíp cho em ý kìa,NEU
https://s.shopee.vn/4q6eowFYps,POS
Đùa chứ chị dùng loại này trộm vía hợp giảm hẳn e nha,NEU
Kien Quach đi lazer,NEU
Đi da liễu nhé,NEU
Người tham gia ẩn danh em đi ra bệnh viện da liễu trung ương á,NEG
Đặng Hương Giang a/c bt chỗ nào làm ut k ạ,NEU
Thuỳ Dung b hỏi đúng k,NEU
Đinh Thành Công người từng trải :)),NEU
Aptis bạn nhé 1 tuần là xong…,POS
Người tham gia ẩn danh b2 là đổi đc hết nha,POS
"Aptis thì thi nhanh, đề dễ thở, còn Toeic thì chuẩn quốc tế, sau này xin việc lợi hơn nhiều. nếu bạn muốn cấp tốc thì tìm hiểu thêm những khoá học. mình có thể gợi ý cho bạn nơi học nhé",POS
Nguyễn Quang Hải okee:v,POS
"Aptis dễ hơn, mình từng thi rồi nên biết",POS
Đạt Nguyễn tư vấn em với,POS
Nguyễn Tùng Dương Aptis có được miễn thi không ạ,NEU
"aptis 1 tuần, trong đó có bí mật",NEG
Người tham gia ẩn danh nếu bạn thi ib mình tư vấn cho,NEU
"Người tham gia ẩn danh ông bạn add với, có gì học chung",NEU
"Người tham gia ẩn danh 3tr5 vừa thi vừa học nha b, tiền học 1tr5, thi 2tr, b cần thì mình tư vấn cho nhA",POS
Đạt Nguyễn e cần tư vấn ạ,NEU
Adam Human học phí có đắt ko ạ?,NEU
Lê Quang Mạnh bằng b2/c mới đổi đc hết tín vậy cậu?,NEG
"cần thì học cũng khá dễ lấy,ai chả muốn trau dồi bản thân nhưng nếu công việc ko liên quan,ko lâu dài thì ko cần thi cũng đc phí lắm.",NEU
"Nếu em học TOEIC thì em nên chuẩn bị kỹ bằng cách làm đề và có sẵn các tips cơ bản. Anh cũng có để link cho bài viết khá tổng quát về tips nhé, có gì thắc mắc có thể hỏi anh riêng.",NEG
Trang Ngô c ơi cho e hỏi toeic nghe đọc hoặc nói viết đều được hả c,POS
Lê Thành Vinh ok em nhé,POS
https://www.facebook.com/share/p/165FdWvFxS/?mibextid=wwXIfr,POS
"Người tham gia ẩn danh 729 nghe đọc nhé em, mà học nói viết thì e cần có nền nghe đọc trước mới học đc đấy, hỏi gì ib c",POS
"Đủ để ra trường thì Toeic ok, nhưng để xin việc hay tiến xa hơn thì mình nghĩ nên học thêm những bằng khác như mos, tiếng trung.... Mình đã học mos ở trung tâm thấy rất ok muốn rcm cho bạn, quan tâm có thể nhắn tin cho mình",POS
":))) toeic 2kn 730 đổi điểm full A+ rồi, học toeic ib c chứ nhỉ",POS
Thomas Nguyen ib em ạ,NEU
"Em chỉ cần TOEIC hai kỹ năng thôi, nếu em thấy thích thì có thể học chứng chỉ như APTIS, TOEFL, IELTS, v.v để phục vụ miễn học-miễn thi và quy đổi điểm.",NEU
"1 buổi thôi, còn cứu được",POS
Còn cô Nga nào đó thì muộn 15p k cho điểm danh luôn:))),NEU
Nguyễn Phú Bình phải gì ?,NEG
VPN Quốc Tế chưa bao giờ thấy thầy đến muộn,NEU
sao k đặt câu hỏi thầy đến muộn thì sao,NEU
thầy vui tính mò,NEU
Hiếu Nguyễn đi làm bán sức lao động chứ k bán mạng,NEU
a di đà phật,POS
Đặng Thảo Nguyên Còn thở ko vậy chị,NEU
Hiếu Nguyễn làm ng ta còn cho chọn làm online hoặc bố trí đến cơ quan,NEU
Nguyễn Phú Bình bài này m viết à,NEU
Hiếu Nguyễn nên học thầy để có tác phong chuẩn quân đội và tư duy của nhà hiền triết nhé,POS
VPN Quốc TếThầy đi từ 6h cơ mà,NEU
thầy rèn tác phong đi làm lúc còn trên ghế nhà trg à :)),NEU
Phải ...,NEG
Mời vtv lên phóng sự chỉ trích,NEG
yên tâm sắp có thông báo rồi nha ae,POS
Cái khoá này vào ko bt học đc bao nhiêu chữ đòi dạy trường ae:)),NEG
Anonymous participant 341 ragebait 0/10,NEG
Người tham gia ẩn danh 341 này mà huster thật thì mang tiếng,NEG
ÍT NHẤT RA ĐƯỢC 1 CÁI VĂN BẢN THÔNG BÁO ĐI CHỨ ?,NEG
Người tham gia ẩn danh 341 18 tuổi rồi chưa lớn hả bạn,NEU
"làm đ gì có văn bản gì, gv ctsv thì trả lời lấp lửng vl, TRƯỜNG XEM LẠI ĐI, lắng nghe nhma đ tiếp thu ý kiến của sinh viên, nó đ chỉ là sức khoẻ mà còn là tiền bạc, sự an toàn của sinh viên, h sinh viên đi đến trường bị hỏng xe, ngã xe do lý do phải đi học tới trường do trời mưa bão ấy.",NEG
Người tham gia ẩn danh 341 bởi vì bọn t k ăn cơm chuột,NEG
Người tham gia ẩn danh 341 nhãi ranh,NEG
"Người tham gia ẩn danh 794 vẫn còn hình thức trực tiếp như 1 lựa chọn thì nó đ có giá trị gì cả, gặp mr X thì",NEU
Pham Truong Phuoc bơi đi học vô tư,NEG
"Người tham gia ẩn danh 413 vtv chỉ có khen thôi, mấy hôm trc tiếp Tô tổng cơ mà, ai dám chỉ trích",POS
"Bỏ ẩn danh ra rồi nói chuyện tiếp, hèn thế",NEG
"Người tham gia ẩn danh 284 thông báo kiểu tuỳ chọn: on, off, bù. Giáo viên nào thích off vẫn cứ là",POS
Người tham gia ẩn danh 341 không ăn cơm chuột với nước canh có nước bọt thằng khác là đc,NEG
"Trước cứ mưa là nghỉ, đường ướt là nghỉ. Giờ các em chăm quá :))) Đặng Thanh Dương",POS
Người tham gia ẩn danh 341 má t đọc thành ae Petter :))),NEU
Anonymous participant 341 thì kệ mẹ hust nhà mày? Hust nhà mày là mẹ thiên hạ à mà bọn mày đc nghỉ thì bọn tao mới đc nghỉ? Bọn mày kêu thì bọn tao mới đx kêu? Nói câu hiểu ngay độ ngờ u cao = chó,NEG
Nguyễn Đức Trí chuẩn combo wibu ptit r haha,POS
phải chịu,NEG
Anonymous participant 502 học hơn được ai mà bảo không học được mấy,NEU
Người tham gia ẩn danh 502 ?,NEG
Nguyễn Đức Trí ae alime cứ thích nghỉ ở nhà lọ thôi haha,POS
Huster chưa kêu Ptiter kêu lắm thế,NEG
Dac Quoc mưa lớn là mưa nhỏ mưa nhỏ là phải nghỉ,NEG
Người tham gia ẩn danh 341 vẫn vác dái sang đây cắn luôn à,NEG
Người tham gia ẩn danh 341 thích khổ dâm thì chịu khổ 1 mình đi lôi bọn t vào làm cljv ông,NEG
Người tham gia ẩn danh 502 thử ngập thêm 1m nữa xem,POS
Anonymous participant 502 ? T năm 4 đây m ý kiến j với anh m? Khóa bé thì ko đc sợ bão à??? Tư tưởng ngờ u như này đòi lên mặt dạy các em??,NEG
"Cảm ơn trường đã ra thông báo, tuy hơi muộn làm e bị cảm cmnr",POS
"Thì kia là cấp 2 mà, ông đòi hỏi cái gì vậy:))",NEG
"Anonymous participant 413 vtv sân sau mà, trường thuê bợ đít r. Tuần nào cũng lên vtv 1 bài",NEG
"Nguyễn Đức Trí ý là nghỉ đi, các em ko đọc mà manh động quá :)))",NEG
Người tham gia ẩn danh 502 t cx năm 4 đây,NEU
a lớn nhất cái trường này thật à,NEG
Ptit-bản hoà ca học phí sao mày cũng ở đây?,POS
Nghe cuốn đấy bro,NEU
Ô anh vt hài vc,POS
Người tham gia ẩn danh,NEU
Vượt nắng thắng mưa. Học ngày không đủ tranh thủ học đêm. Mưa to là mưa nhỏ mưa nhỏ là không mưa. Học viện Công nghệ Bưu chính Viễn thông. Học để thay đổi.,NEG
Doanh Tran chắc chắn là người thầy tên T =)),NEU
Tình hình trường làm tôi bay mất con xe rồi,NEG
Hoàng Hải đúng người thầy iu dấu,NEU
"Trai IT viết văn à, cuốn v",POS
Nguyễn Thị Chúc sao m lại ở đây,POS
Ptit-bản hoà ca học phí giả dạng,POS
Trịnh Trần Phương VAnh chúc anh một ngày tốt lành!,POS
Hoàng Đạt có m k,NEU
"Mai Chi hẹn em vào 1 bài post gần nhất nhé, nay trời mưa nên hơi ẩm IC mới rảnh viết ra tí hẹ hẹ",NEU
Trịnh Trâm về đến nhà chưa bae,NEU
Nguyễn Thị Chúc,POS
Cứu tinh của b luon đó,POS
Nguyễn Hiếu cô Giang Le,NEU
Thầy VNA nhe,POS
Hashtag J4F,NEU
đki anh Nguyễn Đức Huy học bao nhàn luôn,POS
Lâm Tiến giáo trình có giống mình ko ạ,NEU
Em muốn học toán cao cấp 1 thì nên xem ai ạ,NEU
Cô Giang Le nha,POS
"Kiếm tài liệu nào có đáp án ý , làm 1 lầng r câu sau thử tự làm lại. Nhiều dàn thành quen",NEG
Đánh tỉu xài có khi còn dễ ăn hơn trade đấy e,POS
Ngồi mà vẽ,NEG
"Anonymous participant 741 Theo dõi các dự án trên X là thấy. Không thì dễ nhất là lên X gõ airdrop sẽ có nhiều kênh, tìm thấy thì vào nhóm tele của họ. Mỗi ngày họ sẽ gửi các air mới lên. Hoặc lên web, nhưng thông thường các nhóm đã có chọn lọc air tốt rồi, người mới với lười mà lên web tìm có khi chọn phải air dởm",NEG
2 là tự đánh vào chân,NEG
Người tham gia ẩn danh 741 cày testnet và airdrop kiểu gì vậy ạ,NEG
"Mệt đầu, học thôi em ơi",NEG
1 là dính lùa gà,NEG
"Nếu b muốn thử thì có thể cày airdrop, testnet đầu tiên. Nhưng cày cái này có những cái lâu, có những cái ngắn. Sau khi có tí tiền từ air rồi thì bỏ tiền đấy ra để học về trading đi bạn. Học xong hẵn vào thị trường này. Không ch*t mịa ngay lúc vừa gửi tiền đấy",NEG
Ai cũng nên thử một lần thành thanh khoản của thị trường :)),POS
bet đi cho nhanh em nhé =))),POS
"Chắc chắn muốn kiếm tiền tiêu vặt trong thị trường như crypto:))) B nghĩ nó dễ thế nhờ, thị trường crypto có khi còn biến động hơn giá vàng và chứng khoán đấy b. Ở nơi tập trung những người chịu chi tiền tỷ để lãi và lỗ.",NEU
Nổ hũ đi cho dễ ăn em,NEU
Làm cái xiên champion league dễ ăn nhẹ đầu bạn nhé,POS
thôi thì thanh lý vài lần cho khôn,NEG
Trời đẹp,POS
Hết ngập r đii học đii,POS
Người tham gia ẩn danh 654 nhác,NEU
InspiringPomegranate747 het cai lon,NEU
Toàn các bố đ học thì ra trường chẳng khó xin việc :)))),NEU
"Thất nghiệp do bạn, học ko học đòi lương cao, thế sang mẹ cam mà học",NEG
Bên mình vẫn đỏ mắt tìm người dân viễn thông,NEU
toàn lũ não bò học k học đi làm lương 5tr xong quay ra đổ lỗi cho ngành :))),NEG
Hoài Nam ní thấy răng,NEU
"hong có đâu nè, học ở đâu cũng z thui, chủ yếu là bản thân em áp dụng vào công việc như nào thui nhe, cứ cố gắng hết mình là okii",NEU
viễn thông ở Việt nam cho tới giờ vẫn sáng cửa lắm,NEU
Người tham gia ẩn danh tháng nào đi học trường cũng nhiều sự kiện hết em,NEG
NT Ngọc Hà Tháng 10 này trường có nhiều sự kiện ko chị em vẫn chx có nhiều điểm rèn luyện lắm ạ,POS
h chỉ có qldt cứu đc bn thôi =)),NEU
Trên qldt vẫn có lịch thì thực hành bình thường bạn nhé,NEU
Thấy thầy bảo k dd,NEU
Nay chỉ thảo luận ko dd kp nộp bài nhá,NEG
qtrong là chỗ thầy có ngập k chứ chỗ bạn ngập k ai care đâu,NEU
"Người tham gia ẩn danh 275 chính xác! Đi cả tiếng tới trường, ( mưa , ngập ) xong vừa ngồi thì báo nghỉ ! Chán",NEG
"Haha, trời nắng rồi. Hôm qua mưa vl lại học off",NEU
Người tham gia ẩn danh 576 sao biết vậy. thế là học hay nghĩ vậy,NEU
Chỗ tôi nước không rút luôn mà. Giờ đi học có mà bơi,NEG
Cứ theo thông báo mà làm,NEU
Người tham gia ẩn danh 941 trường tb nghỉ từ hôm qua mà,NEG
Sự phản ứng chậm chạp của trường làm ảnh hưởng đến bao nhiêu người,NEG
"Người tham gia ẩn danh 978 nguyên cả sáng hqua có tbao ko? Hay là gần hết ngày mới thông báo? Xong hôm nay thì trời tạnh, nước rút rồi còn ý nghĩa gì nữa? Tại sao ko thông báo từ sớm đi? Rõ ràng là trường cố tình, ko thèm quan tâm để ý đến tình trạng sv, chỉ khi nào sv ý kiến quá nhiều, gv bộ môn cũng ý kiến thì mới ra tbao quá muộn màng",NEG
"Người tham gia ẩn danh 461 bạn ơi, trường muốn làm gì cũng phải đợi chỉ đạo từ trên xuống á bạn. Chính thầy cô dạy mình bảo thế mà, chứ sướng thì ai chả muốn sướng. Các em học sinh nhỏ còn vẫn phải đi học, người lớn cũng vẫn phải đi làm, đâu phải nói nghỉ là dễ thế vậy.",NEG
Người tham gia ẩn danh 613 tôi chả biết học onl hay off nựa. nt trong nhóm lớp thì k ai tl,NEU
Chuẩn,POS
Người tham gia ẩn danh b này học lớp tanh 7h sáng nay:)),NEU
cứ như kiểu rình rình để tóm sinh viên lội nước ấy,NEG
Thôi cứ đi học cho khoẻ người a ơi,NEU
Trời tạnh nhưng đường đâu có ráo,NEU
Ai dạy vậy?,NEU
xin phép -2 điểm và ở quê,NEU
Cập nhật tình hình sáng 1/10,POS
:)) 7h sáng lội mưa đi học,NEU
K nhầm thì thầy T đúng không,NEU
Ai dậy thế,NEU
SunnyFalcon276 tôi thấy ông bạn hơi bất mãn rồi đó=)),NEG
SunnyFalcon276 thầy Hoá á b =)),NEU
Thua luôn =))),NEG
"PTIT , cơ sở Hà nội k được hỗ trợ ?",NEU
@mọi người,POS
PTIT có chính sách tốt quá!,POS
Người tham gia ẩn danh 585 là kĩ thuật đó,POS
Cho mình hỏi là CNTT có tính là kỹ thuật kh ạ,NEU
Cứ đi ko nhót hẳn đấy,NEU
Cho mình hỏi vớiii,POS
Người tham gia ẩn danh 924 Chắc vẫn phải đúng giờ nhỉ,POS
chai lì cứ đến nhé,NEU
Phải đi,NEG
"Anonymous participant 560 hoan hỉ thoi, ko có ô tô ko tắc được đâu :))))",POS
Chỗ đỏ thì đi được còn chỗ xanh thì lụt,NEU
Có lối ra nào cho ae triều khúc k ạ,NEU
cf anh em yên xá đã về đc nhà,POS
trọ cạnh bãi tha ma,NEG
xong ra quả đường yên xá dọc tổng cục 5 thì vẫn phải bơi thôi,NEU
ở trên đường yên xá thì dcm có đường nào ra kh ae,NEU
"cơ mà vẫn ngập nhau đi đều ga là qua đc , ngập ở cuối hồ thôi vào đường rừng rú là hết",POS
Người Dùng Faceboook chộ nào,POS
"Người tham gia ẩn danh 829 droi, đoạn ngập đấy ngắn hơn các đường khác",NEG
Hoang Nguyen đường hôm nọ nhể =)),NEG
Có quả đường ngon đang giấu thì bị công khai rồi,NEU
liều thì đi đc. chết máy thì hên xui,NEU
Quang Minh Lê Đức Nguyên len lm do nhanh,NEU
Câu nhanh k cá bơi mất,NEU
Mỹ Duyên trg mik có môn bơi từ khi nào z,NEU
Bùi Hiệp chuẩn bị xuống bơi vài vòng nè,NEU
ít dữ,NEU
Có lúc đông đến lúc hết cả thẻ bảo vệ xé giấy note ra làm vé xe chứ ở đấy mà ít,NEG
Haf Châu ít dử chưa,NEU
"Em chưa thấy thôi chứ nó cũng tắc á, cả ra cả vào tối đa 1 làn mà lưu lượng thoát ra chậm, trước hàng dài xe còn xếp 2,3 hàng vào mà nên mọi người chắc tâm lí sợ r nên chuyển qua lán xe mới vì nó có thể tăng lên đc 3 làn vào thì còn vào đc lớp á k lại điểm danh rồi các vấn đề khác nữa. Nên có thể dạo này mọi người ít ra để rồi nhưng vào các giờ luân chuyển giữa 2 ca kiểu 9h hoặc 3h chiều thì k đến sớm là p xếp hàng dài ấy.",NEG
Đối với thầy X.A thì chưa chắc,NEU
"VibrantTiger1786 mình giấu kỹ thế mà bạn vẫn đoán được, còn nay đi học xong về chết máy chỉ tổ tốn tiền sửa xe",NEG
"xem ở đâu thế nhỉ, slink không có",NEU
Nomishi Latania thì t có j đâu bn . T ở trường từ sáng h mà t học ca 9h sáng thầy xong tối học mà.,NEG
Nomishi Latania Nãy thầy bảo tôi cho nghỉ rồi. Ae cứ yên tâm mà ở nhà,NEU
Nomishi Latania bro lạc quan vậy t học ca 6h tối vẫn điểm danh như bt,NEG
qua mmt rồi còn đâu,NEU
Người tham gia ẩn danh 872 lên web trường luôn r thì chắc thầy cho nghỉ thoi(?????),NEU
"Người tham gia ẩn danh 872 tối nay, thầy ở trường để mai dạy rồi.",NEG
"Người tham gia ẩn danh 270 nay có phải mỗi trường mình đi học đâu ? Mấy thg cháu tiểu học của mình còn phải đi học nx là mấy đứa lớn đầu như mình, ko phải trường muốn cho nghỉ là cho nghỉ ngay được, bạn nói như kiểu trường mình tàn ác lắm ko bằng ấy mấy cái văn kích động như này thấy mấy thg 3 que xỏ lá hay dùng lắm",NEG
thế thực hành MMT thầy X.A thì sao ạ,NEU
Người tham gia ẩn danh 270 Nghe mà thấy cũng cũng tủi thân tí,NEG
Giang Lực thì phải lạc quan chứ tui vừa học xong xa ca 1h r mà mai cx không có tiết nào,NEG
Người tham gia ẩn danh 805 Có tin gì mới k ô,NEG
Nãy 2015 cơ mà :)),NEU
Người tham gia ẩn danh 270 gì v cha bộ giáo dục cho nghỉ thì trường mới cho sinh viên nghỉ mà:)))))),NEU
Người tham gia ẩn danh 872 Thầy Xuân Anh chắc mà,NEU
"bạn nghĩ đây là sự quan tâm của trường dành cho sinh viên sao, chẳng qua do các bạn kêu nhiều quá thôi, chứ bão đã đổ bộ được 2 ngày rồi, nghĩ lại đi",POS
"Bùi Văn Khanh mai tôi thực hành sáng đây, kbt có lùi ko nhỉ",NEU
Bão ơi đến t5 đê mai được nghỉ mà,NEU
Fix lỗi nhanh thế,NEU
"VibrantTiger1786 thông minh lắm, thông minh thế này không sống lâu được đâu",POS
